opTime,tradeValue
388.5,41.5449991608
389.0,41.54
389.5,41.3500013733
390.0,41.5949990845
390.5,41.4900016785
391.0,38.7249990845
391.5,37.7600000763
392.0,36.6799999237
392.5,36.4350001526
393.0,38.7700006866
393.5,38.4149992371
394.0,38.1600004578
394.5,38.1600004578
395.0,38.1600004578
395.5,37.5250004578
396.0,38.2150003815
396.5,37.7800009155
397.0,36.9449993134
397.5,39.8250002289
398.0,39.8250002289
398.5,39.8250002289
399.0,39.8250002289
399.5,39.8250002289
400.0,39.5500006104
400.5,39.4950005341
401.0,39.3400005341
401.5,39.9750003815
402.0,39.0950003815
402.5,38.3150003815
403.0,39.2400005341
403.5,36.6399992371
404.0,37.5349996185
404.5,36.7600004578
405.0,36.9650002289
405.5,38.905
406.0,38.905
406.5,38.905
407.0,37.155
407.5,38.8949999237
408.0,38.8949999237
408.5,38.8949999237
409.0,37.2499996185
409.5,38.8100008392
410.0,38.0599997711
410.5,36.8849995422
411.0,37.8999999237
411.5,39.1699996185
412.0,39.1699996185
412.5,39.1699996185
413.0,39.1699996185
413.5,39.1699996185
414.0,39.1699996185
414.5,37.0149991608
415.0,37.1399995422
415.5,37.1399995422
416.0,37.0699995422
416.5,37.1399995422
417.0,37.1399995422
417.5,36.7149995422
418.0,36.7400003052
418.5,39.9099993896
419.0,39.9099993896
419.5,39.9099993896
420.0,39.9099993896
420.5,38.9649990845
421.0,38.9649990845
421.5,38.7050007629
422.0,38.7050007629
422.5,36.1900007629
423.0,36.1900007629
423.5,36.7899993134
424.0,39.2000006866
424.5,39.2000006866
425.0,38.7950006866
425.5,38.0250004578
426.0,39.9899995422
426.5,37.0499995422
427.0,39.5699993896
427.5,38.0950001526
428.0,38.7500003052
428.5,37.5900003052
429.0,37.4900003052
429.5,37.9550009155
430.0,37.6449999237
430.5,36.7450007629
431.0,39.5699992371
431.5,37.4449992371
432.0,39.3449993134
432.5,39.2800001526
433.0,36.4200001526
433.5,36.4200001526
434.0,36.3050001526
434.5,36.3299998474
435.0,36.8200002289
435.5,38.8199991608
436.0,37.8450007629
436.5,37.8150000763
437.0,37.8150000763
437.5,37.8000006866
438.0,39.4399995422
438.5,38.2299995422
439.0,38.2250003815
439.5,38.2250003815
440.0,36.7649990845
440.5,36.6150003052
441.0,38.1550003815
441.5,38.1550003815
442.0,37.9150001526
442.5,37.8950004578
443.0,36.4749999237
443.5,36.4749999237
444.0,39.9749997711
444.5,38.1499997711
445.0,38.1499997711
445.5,37.7399997711
446.0,37.0399996948
446.5,39.4299996948
447.0,36.2649996948
447.5,37.2100005341
448.0,37.6749992371
448.5,37.625
449.0,39.2299993134
449.5,39.2299993134
450.0,39.2299993134
450.5,39.2299993134
451.0,39.2299993134
451.5,39.2299993134
452.0,37.5949993134
452.5,36.6800001526
453.0,36.6800001526
453.5,36.6800001526
454.0,36.6800001526
454.5,36.6800001526
455.0,37.5899994659
455.5,37.5899994659
456.0,37.5899994659
456.5,37.5750004578
457.0,36.3549997711
457.5,37.2349990845
458.0,37.2349990845
458.5,36.4799993896
459.0,36.6500002289
459.5,36.4150002289
460.0,36.3550002289
460.5,37.3600003052
461.0,37.0350002289
461.5,37.0350002289
462.0,38.0900008392
462.5,36.3600008392
463.0,38.5650003052
463.5,38.5650003052
464.0,39.4250008392
464.5,39.1350003815
465.0,38.8150003052
465.5,36.7299992371
466.0,36.7299992371
466.5,38.375
467.0,37.6550001526
467.5,36.3400001526
468.0,36.2249990845
468.5,36.2849998474
469.0,37.1850006866
469.5,36.6350003815
470.0,37.8849990845
470.5,36.0999990845
471.0,36.0599990845
471.5,36.1999995422
472.0,36.1999995422
472.5,36.1999995422
473.0,36.2600003815
473.5,38.8149990845
474.0,38.2300003052
474.5,38.2300003052
475.0,38.7500004578
475.5,38.7449993896
476.0,37.2349993896
476.5,38.8400005341
477.0,37.56
477.5,36.8899996185
478.0,37.1250000763
478.5,37.1250000763
479.0,39.7399996185
479.5,38.7999996185
480.0,38.4550003052
480.5,38.2250008392
481.0,38.2250008392
481.5,38.3200000763
482.0,38.3200000763
482.5,36.8499993896
483.0,37.6749996948
483.5,37.6250004578
484.0,36.71
484.5,36.71
485.0,36.1
485.5,37.5499996185
486.0,37.0749993134
486.5,38.7150005341
487.0,36.9349999237
487.5,37.4250009155
488.0,38.7199993896
488.5,38.6749993896
489.0,38.6749993896
489.5,39.6299981689
490.0,38.8899981689
490.5,37.9099981689
491.0,36.1849981689
491.5,39.54
492.0,39.3400018311
492.5,39.0200018311
493.0,37.0250018311
493.5,39.0200013733
494.0,38.3950013733
494.5,37.9049989319
495.0,37.8499989319
495.5,37.5749989319
496.0,37.3749989319
496.5,37.5749989319
497.0,37.3749989319
497.5,37.3749989319
498.0,37.3749989319
498.5,37.3749989319
499.0,38.3000007629
499.5,37.5300007629
500.0,37.2600010681
500.5,37.2600010681
501.0,36.9350003052
501.5,36.9350003052
502.0,37.6400012207
502.5,37.2399996948
503.0,37.2399996948
503.5,36.7549992371
504.0,37.0299989319
504.5,37.0299989319
505.0,37.0299989319
505.5,37.0199984741
506.0,37.0199984741
506.5,33.4350005341
507.0,35.0700006866
507.5,32.8100006866
508.0,32.7399999237
508.5,35.4500001526
509.0,35.2600009155
509.5,35.0000005341
510.0,32.1099996185
510.5,32.1099996185
511.0,32.1099996185
511.5,32.7850003815
512.0,34.4299990845
512.5,34.3800007629
513.0,35.0349996185
513.5,32.9699992371
514.0,34.8649993134
514.5,33.2700005341
515.0,33.505
515.5,34.2250003815
516.0,34.0200003815
516.5,35.1500008392
517.0,33.8299990845
517.5,34.9999992371
518.0,35.9199992371
518.5,32.4649990845
519.0,33.8100002289
519.5,33.5750000763
520.0,35.9549994659
520.5,34.2749992371
521.0,34.2749992371
521.5,33.7749992371
522.0,33.7749992371
522.5,35.9700004578
523.0,34.5349995422
523.5,35.7000005341
524.0,33.3649996185
524.5,33.3350007629
525.0,33.3350007629
525.5,32.8200004578
526.0,32.8200004578
526.5,32.8200004578
527.0,32.5950004578
527.5,35.5150004578
528.0,34.0100004578
528.5,34.91
529.0,33.965
529.5,33.965
530.0,33.965
530.5,33.6599994659
531.0,35.3400009155
531.5,35.3400009155
532.0,32.7399993896
532.5,33.8699996185
533.0,35.1500003815
533.5,33.0199999237
534.0,32.9099992371
534.5,32.7749992371
535.0,32.5399992371
535.5,32.4699992371
536.0,32.4699992371
536.5,32.0199991608
537.0,32.4449997711
537.5,35.9450003815
538.0,35.0550003815
538.5,33.6350001526
539.0,32.6450001526
539.5,32.6450001526
540.0,32.0050001526
540.5,32.5650002289
541.0,34.6450003052
541.5,34.1600003052
542.0,34.7850006104
542.5,34.7850006104
543.0,32.4250007629
543.5,32.4250007629
544.0,33.4700005341
544.5,33.4700005341
545.0,33.5249992371
545.5,33.3200009155
546.0,34.4549999237
546.5,32.2000007629
547.0,33.2249996948
547.5,33.2249996948
548.0,33.2249996948
548.5,32.9899996185
549.0,33.1050007629
549.5,33.1050007629
550.0,33.1050007629
550.5,33.1050007629
551.0,32.8050007629
551.5,34.6000000763
552.0,32.4549993896
552.5,32.4450001526
553.0,34.6649994659
553.5,32.0000009155
554.0,32.2000009155
554.5,32.3849993896
555.0,33.4999998474
555.5,33.4999998474
556.0,33.4999998474
556.5,35.9749991608
557.0,33.4600008392
557.5,33.4600008392
558.0,33.4199999237
558.5,32.7850007629
559.0,35.0800008392
559.5,32.2700003815
560.0,35.1249990845
560.5,35.1249990845
561.0,35.1249990845
561.5,33.9500007629
562.0,35.0850000763
562.5,35.0850000763
563.0,35.0850000763
563.5,35.0850000763
564.0,35.0850000763
564.5,35.8650004578
565.0,32.0900004578
565.5,35.2650004578
566.0,33.0149993896
566.5,33.1900003815
567.0,33.1900003815
567.5,32.7600003815
568.0,32.0750003815
568.5,33.7000003815
569.0,33.5000001526
569.5,34.9749994659
570.0,34.3399991608
570.5,34.335
571.0,34.8749990845
571.5,34.5849996948
572.0,32.2600000763
572.5,33.3499996185
573.0,32.7399996185
573.5,32.2350004578
574.0,32.2350004578
574.5,32.2599991608
575.0,34.4249998474
575.5,34.4249998474
576.0,32.0599993134
576.5,32.0599993134
577.0,33.07
577.5,32.0500001526
578.0,33.9100004578
578.5,33.7850004578
579.0,33.1650002289
579.5,33.1050002289
580.0,32.8000002289
580.5,35.6499991608
581.0,34.7650002289
581.5,34.7650002289
582.0,34.7650002289
582.5,34.7650002289
583.0,34.7650002289
583.5,34.6050002289
584.0,34.6050002289
584.5,35.7200007629
585.0,35.7200007629
585.5,34.3550002289
586.0,33.8600002289
586.5,33.8550002289
587.0,32.0849999237
587.5,35.2750000763
588.0,34.2449993896
588.5,35.5400008392
589.0,34.1199993896
589.5,33.2750003815
590.0,34.1349998474
590.5,34.1349998474
591.0,33.6949999237
591.5,35.5050009155
592.0,32.7500009155
592.5,35.5050009155
593.0,33.9499993134
593.5,33.8899998474
594.0,34.5950006866
594.5,34.5950006866
595.0,35.5899990845
595.5,35.5899990845
596.0,33.5100006866
596.5,33.5100006866
597.0,34.4350008392
597.5,33.7400008392
598.0,35.7650009155
598.5,35.7650009155
599.0,35.1250008392
599.5,33.7800008392
600.0,35.0400008392
600.5,35.0400008392
601.0,35.0200003815
601.5,33.8650003052
602.0,35.0950003052
602.5,35.0950003052
603.0,35.0950003052
603.5,35.0950003052
604.0,35.0950003052
604.5,35.0950003052
605.0,35.0950003052
605.5,34.9050006104
606.0,34.8999995422
606.5,35.8099996185
607.0,35.8099996185
607.5,35.4699996185
608.0,35.0450000763
608.5,35.0450000763
609.0,35.0450000763
609.5,34.5699996185
610.0,35.2950003815
610.5,35.2950003815
611.0,34.2149992371
611.5,34.0749998474
612.0,35.1250005341
612.5,35.1199994659
613.0,33.9149998474
613.5,33.8199998474
614.0,35.7950006866
614.5,33.3000002289
615.0,33.19
615.5,35.8049990845
616.0,35.3099992371
616.5,34.8449992371
617.0,34.075
617.5,33.3100003815
618.0,32.37
618.5,33.7799993134
619.0,32.1649999237
619.5,34.7599989319
620.0,34.7599989319
620.5,35.9350018311
621.0,34.5700018311
621.5,34.5700018311
622.0,35.7249989319
622.5,33.6299989319
623.0,33.6299989319
623.5,33.6299989319
624.0,33.7499987793
624.5,33.4899995422
625.0,35.355
625.5,33.8999998474
626.0,33.2750003052
626.5,34.9100003052
627.0,34.9100003052
627.5,34.5600003052
628.0,34.5600003052
628.5,35.9899992371
629.0,34.5250004578
629.5,33.4450018311
630.0,34.4550007629
630.5,34.4550007629
631.0,35.6000013733
631.5,33.6749981689
632.0,33.5699986267
632.5,32.9599987793
633.0,32.4550001526
633.5,35.0199995422
634.0,30.7400000763
634.5,29.1049999237
635.0,29.0550001526
635.5,29.0550001526
636.0,29.0550001526
636.5,29.0550001526
637.0,30.0300005341
637.5,28.5849996185
638.0,29.5399991608
638.5,30.2350003815
639.0,28.3049993134
639.5,28.2500005341
640.0,28.2500005341
640.5,30.1200007629
641.0,28.0800004578
641.5,31.5899991608
642.0,31.5899991608
642.5,31.5899991608
643.0,31.5899991608
643.5,29.8649991608
644.0,30.5899992371
644.5,30.5899992371
645.0,30.5350008392
645.5,30.5350008392
646.0,30.5350008392
646.5,30.4600008392
