Time,TimeHr,TimeInt,Power,SoC,Revenue
1199145600.0,0.0,0,1,51,-23.93
1199147400.0,0.5,1,1,52,-23.93
1199149200.0,1.0,2,1,53,-22.92
1199151000.0,1.5,3,1,54,-23.925
1199152800.0,2.0,4,1,55,-22.915
1199154600.0,2.5,5,1,56,-22.43
1199156400.0,3.0,6,1,57,-20.715
1199158200.0,3.5,7,1,58,-20.715
1199160000.0,4.0,8,1,59,-20.715
1199161800.0,4.5,9,1,60,-20.715
1199163600.0,5.0,10,1,61,-20.715
1199165400.0,5.5,11,1,62,-18.225
1199167200.0,6.0,12,1,63,-25.45
1199169000.0,6.5,13,1,64,-25.45
1199170800.0,7.0,14,1,65,-24.91
1199172600.0,7.5,15,1,66,-24.805
1199174400.0,8.0,16,1,67,-24.805
1199176200.0,8.5,17,1,68,-24.805
1199178000.0,9.0,18,1,69,-24.805
1199179800.0,9.5,19,1,70,-25.45
1199181600.0,10.0,20,1,71,-25.45
1199183400.0,10.5,21,1,72,-26.13
1199185200.0,11.0,22,1,73,-26.13
1199187000.0,11.5,23,1,74,-25.985
1199188800.0,12.0,24,1,75,-26.56
1199190600.0,12.5,25,0,75,0.0
1199192400.0,13.0,26,0,75,0.0
1199194200.0,13.5,27,0,75,0.0
1199196000.0,14.0,28,0,75,0.0
1199197800.0,14.5,29,0,75,0.0
1199199600.0,15.0,30,0,75,0.0
1199201400.0,15.5,31,0,75,0.0
1199203200.0,16.0,32,0,75,0.0
1199205000.0,16.5,33,-1,74,40.2
1199206800.0,17.0,34,-1,73,51.675
1199208600.0,17.5,35,-1,72,51.675
1199210400.0,18.0,36,-1,71,51.675
1199212200.0,18.5,37,-1,70,41.675
1199214000.0,19.0,38,-1,69,40.48
1199215800.0,19.5,39,0,69,0.0
1199217600.0,20.0,40,0,69,0.0
1199219400.0,20.5,41,-1,68,44.58
1199221200.0,21.0,42,0,68,0.0
1199223000.0,21.5,43,1,69,-26.56
1199224800.0,22.0,44,1,69,-26.135
1199226600.0,22.5,45,1,70,-26.13
1199228400.0,23.0,46,1,72,-26.56
1199230200.0,23.5,47,1,73,-26.465
1199232000.0,24.0,48,1,74,-25.985
1199233800.0,24.5,49,1,75,-25.725
1199235600.0,25.0,50,1,76,-25.725
1199237400.0,25.5,51,1,77,-25.45
1199239200.0,26.0,52,1,78,-25.45
1199241000.0,26.5,53,1,79,-25.45
1199242800.0,27.0,54,1,80,-24.91
1199244600.0,27.5,55,1,81,-24.91
1199246400.0,28.0,56,1,82,-24.805
1199248200.0,28.5,57,1,83,-24.805
1199250000.0,29.0,58,1,84,-24.805
1199251800.0,29.5,59,1,85,-24.805
1199253600.0,30.0,60,1,86,-24.715
1199255400.0,30.5,61,1,87,-24.75
1199257200.0,31.0,62,1,88,-25.19
1199259000.0,31.5,63,1,89,-26.14
1199260800.0,32.0,64,0,89,0.0
1199262600.0,32.5,65,0,89,0.0
1199264400.0,33.0,66,0,89,0.0
1199266200.0,33.5,67,-1,88,54.29
1199268000.0,34.0,68,0,88,0.0
1199269800.0,34.5,69,0,88,0.0
1199271600.0,35.0,70,0,88,0.0
1199273400.0,35.5,71,0,88,0.0
1199275200.0,36.0,72,0,88,0.0
1199277000.0,36.5,73,-1,87,54.85
1199278800.0,37.0,74,-1,86,54.85
1199280600.0,37.5,75,-1,85,54.85
1199282400.0,38.0,76,0,85,0.0
1199284200.0,38.5,77,0,85,0.0
1199286000.0,39.0,78,0,85,0.0
1199287800.0,39.5,79,0,85,0.0
1199289600.0,40.0,80,0,85,0.0
1199291400.0,40.5,81,-1,84,69.49
1199293200.0,41.0,82,-1,83,85.5
1199295000.0,41.5,83,-1,82,85.5
1199296800.0,42.0,84,-1,81,67.94
1199298600.0,42.5,85,0,81,0.0
1199300400.0,43.0,86,0,81,0.0
1199302200.0,43.5,87,0,81,0.0
1199304000.0,44.0,88,0,81,0.0
1199305800.0,44.5,89,0,81,0.0
1199307600.0,45.0,90,0,81,0.0
1199309400.0,45.5,91,0,81,0.0
1199311200.0,46.0,92,0,81,0.0
1199313000.0,46.5,93,1,81,-26.69
1199314800.0,47.0,94,0,82,0.0
1199316600.0,47.5,95,0,82,0.0
1199318400.0,48.0,96,1,82,-26.135
1199320200.0,48.5,97,1,84,-25.99
1199322000.0,49.0,98,1,85,-25.73
1199323800.0,49.5,99,1,86,-24.855
1199325600.0,50.0,100,1,87,-24.855
1199327400.0,50.5,101,1,88,-24.75
1199329200.0,51.0,102,1,89,-24.75
1199331000.0,51.5,103,1,90,-24.75
1199332800.0,52.0,104,1,91,-24.75
1199334600.0,52.5,105,1,92,-24.75
1199336400.0,53.0,106,1,93,-24.75
1199338200.0,53.5,107,1,94,-24.75
1199340000.0,54.0,108,1,95,-25.745
1199341800.0,54.5,109,1,96,-25.745
1199343600.0,55.0,110,1,97,-25.745
1199345400.0,55.5,111,0,97,0.0
1199347200.0,56.0,112,0,97,0.0
1199349000.0,56.5,113,0,97,0.0
1199350800.0,57.0,114,-1,96,40.92
1199352600.0,57.5,115,0,96,0.0
1199354400.0,58.0,116,0,96,0.0
1199356200.0,58.5,117,0,96,0.0
1199358000.0,59.0,118,-1,95,48.315
1199359800.0,59.5,119,-1,94,44.31
1199361600.0,60.0,120,0,94,0.0
1199363400.0,60.5,121,0,94,0.0
1199365200.0,61.0,122,0,94,0.0
1199367000.0,61.5,123,0,94,0.0
1199368800.0,62.0,124,0,94,0.0
1199370600.0,62.5,125,0,94,0.0
1199372400.0,63.0,126,-1,93,41.895
1199374200.0,63.5,127,-1,92,41.895
1199376000.0,64.0,128,-1,91,41.895
1199377800.0,64.5,129,-1,90,45.245
1199379600.0,65.0,130,-1,89,55.3
1199381400.0,65.5,131,-1,88,231.46
1199383200.0,66.0,132,-1,87,231.46
1199385000.0,66.5,133,-1,86,49.565
1199386800.0,67.0,134,-1,85,49.565
1199388600.0,67.5,135,-1,84,55.3
1199390400.0,68.0,136,-1,83,48.835
1199392200.0,68.5,137,-1,83,51.07
1199394000.0,69.0,138,-1,81,41.895
1199395800.0,69.5,139,-1,80,41.895
1199397600.0,70.0,140,0,80,0.0
1199399400.0,70.5,141,0,80,0.0
1199401200.0,71.0,142,0,80,0.0
1199403000.0,71.5,143,0,80,0.0
1199404800.0,72.0,144,0,80,0.0
1199406600.0,72.5,145,0,80,0.0
1199408400.0,73.0,146,0,80,0.0
1199410200.0,73.5,147,0,80,0.0
1199412000.0,74.0,148,0,80,0.0
1199413800.0,74.5,149,0,80,0.0
1199415600.0,75.0,150,0,80,0.0
1199417400.0,75.5,151,1,80,-27.1
1199419200.0,76.0,152,1,81,-27.1
1199421000.0,76.5,153,1,82,-27.1
1199422800.0,77.0,154,1,83,-27.1
1199424600.0,77.5,155,1,84,-27.1
1199426400.0,78.0,156,0,85,0.0
1199428200.0,78.5,157,0,85,0.0
1199430000.0,79.0,158,0,85,0.0
1199431800.0,79.5,159,0,85,0.0
1199433600.0,80.0,160,0,85,0.0
1199435400.0,80.5,161,0,85,0.0
1199437200.0,81.0,162,0,85,0.0
1199439000.0,81.5,163,0,85,0.0
1199440800.0,82.0,164,-1,84,38.28
1199442600.0,82.5,165,-1,83,44.78
1199444400.0,83.0,166,-1,82,44.78
1199446200.0,83.5,167,-1,81,47.995
1199448000.0,84.0,168,-1,80,48.4
1199449800.0,84.5,169,-1,79,48.4
1199451600.0,85.0,170,-1,78,48.4
1199453400.0,85.5,171,-1,77,48.4
1199455200.0,86.0,172,-1,76,48.4
1199457000.0,86.5,173,-1,75,46.15
1199458800.0,87.0,174,-1,74,48.4
1199460600.0,87.5,175,-1,74,48.4
1199462400.0,88.0,176,-1,72,46.15
1199464200.0,88.5,177,-1,72,64.555
1199466000.0,89.0,178,-1,70,98.8
1199467800.0,89.5,179,-1,69,100.25
1199469600.0,90.0,180,-1,68,57.725
1199471400.0,90.5,181,-1,68,48.4
1199473200.0,91.0,182,-1,67,48.4
1199475000.0,91.5,183,-1,65,47.795
1199476800.0,92.0,184,-1,64,44.78
1199478600.0,92.5,185,0,64,0.0
1199480400.0,93.0,186,-1,63,44.775
1199482200.0,93.5,187,0,63,0.0
1199484000.0,94.0,188,0,63,0.0
1199485800.0,94.5,189,0,63,0.0
1199487600.0,95.0,190,0,63,0.0
1199489400.0,95.5,191,0,63,0.0
1199491200.0,96.0,192,0,63,0.0
1199493000.0,96.5,193,0,63,0.0
1199494800.0,97.0,194,1,63,-26.255
1199496600.0,97.5,195,1,65,-25.995
1199498400.0,98.0,196,1,66,-25.995
1199500200.0,98.5,197,1,67,-25.995
1199502000.0,99.0,198,1,68,-24.985
1199503800.0,99.5,199,1,69,-24.985
1199505600.0,100.0,200,1,70,-24.985
1199507400.0,100.5,201,1,71,-24.985
1199509200.0,101.0,202,1,72,-24.985
1199511000.0,101.5,203,1,73,-24.985
1199512800.0,102.0,204,1,74,-24.87
1199514600.0,102.5,205,1,75,-25.105
1199516400.0,103.0,206,1,76,-25.105
1199518200.0,103.5,207,1,77,-25.105
1199520000.0,104.0,208,1,77,-26.365
1199521800.0,104.5,209,1,78,-26.365
1199523600.0,105.0,210,1,80,-26.61
1199525400.0,105.5,211,1,81,-26.65
1199527200.0,106.0,212,0,81,0.0
1199529000.0,106.5,213,1,81,-27.005
1199530800.0,107.0,214,0,82,0.0
1199532600.0,107.5,215,0,82,0.0
1199534400.0,108.0,216,0,82,0.0
1199536200.0,108.5,217,0,82,0.0
1199538000.0,109.0,218,0,82,0.0
1199539800.0,109.5,219,0,82,0.0
1199541600.0,110.0,220,0,82,0.0
1199543400.0,110.5,221,0,82,0.0
1199545200.0,111.0,222,0,82,0.0
1199547000.0,111.5,223,0,82,0.0
1199548800.0,112.0,224,0,82,0.0
1199550600.0,112.5,225,0,82,0.0
1199552400.0,113.0,226,0,82,0.0
1199554200.0,113.5,227,-1,81,226.39
1199556000.0,114.0,228,-1,81,54.095
1199557800.0,114.5,229,0,80,0.0
1199559600.0,115.0,230,0,80,0.0
1199561400.0,115.5,231,0,80,0.0
1199563200.0,116.0,232,0,80,0.0
1199565000.0,116.5,233,0,80,0.0
1199566800.0,117.0,234,0,80,0.0
1199568600.0,117.5,235,0,80,0.0
1199570400.0,118.0,236,1,80,-27.005
1199572200.0,118.5,237,1,81,-27.005
1199574000.0,119.0,238,0,82,0.0
1199575800.0,119.5,239,0,82,0.0
1199577600.0,120.0,240,0,82,0.0
1199579400.0,120.5,241,1,82,-27.005
1199581200.0,121.0,242,1,83,-26.65
1199583000.0,121.5,243,1,84,-26.65
1199584800.0,122.0,244,1,86,-26.63
1199586600.0,122.5,245,1,87,-26.365
1199588400.0,123.0,246,1,88,-26.365
1199590200.0,123.5,247,1,88,-26.365
1199592000.0,124.0,248,1,89,-26.365
1199593800.0,124.5,249,1,90,-26.365
1199595600.0,125.0,250,1,91,-26.365
1199597400.0,125.5,251,1,92,-26.365
1199599200.0,126.0,252,1,93,-26.88
1199601000.0,126.5,253,1,94,-26.88
1199602800.0,127.0,254,1,95,-26.88
1199604600.0,127.5,255,1,96,-26.88
1199606400.0,128.0,256,1,97,-26.88
1199608200.0,128.5,257,1,98,-26.88
1199610000.0,129.0,258,1,99,-27.13
1199611800.0,129.5,259,0,100,0.0
1199613600.0,130.0,260,0,100,0.0
1199615400.0,130.5,261,0,100,0.0
1199617200.0,131.0,262,-1,100,58.695
1199619000.0,131.5,263,-1,98,43.4
1199620800.0,132.0,264,0,98,0.0
1199622600.0,132.5,265,0,98,0.0
1199624400.0,133.0,266,0,98,0.0
1199626200.0,133.5,267,0,98,0.0
1199628000.0,134.0,268,0,98,0.0
1199629800.0,134.5,269,0,98,0.0
1199631600.0,135.0,270,0,98,0.0
1199633400.0,135.5,271,0,98,0.0
1199635200.0,136.0,272,0,98,0.0
1199637000.0,136.5,273,-1,97,47.18
1199638800.0,137.0,274,-1,97,63.185
1199640600.0,137.5,275,-1,95,63.185
1199642400.0,138.0,276,-1,94,62.47
1199644200.0,138.5,277,-1,93,47.18
1199646000.0,139.0,278,-1,93,47.18
1199647800.0,139.5,279,0,92,0.0
1199649600.0,140.0,280,-1,91,39.985
1199651400.0,140.5,281,0,91,0.0
1199653200.0,141.0,282,0,91,0.0
1199655000.0,141.5,283,0,91,0.0
1199656800.0,142.0,284,0,91,0.0
1199658600.0,142.5,285,0,91,0.0
1199660400.0,143.0,286,0,91,0.0
1199662200.0,143.5,287,0,91,0.0
1199664000.0,144.0,288,0,91,0.0
1199665800.0,144.5,289,0,91,0.0
1199667600.0,145.0,290,0,91,0.0
1199669400.0,145.5,291,0,91,0.0
1199671200.0,146.0,292,0,91,0.0
1199673000.0,146.5,293,0,91,0.0
1199674800.0,147.0,294,0,91,0.0
1199676600.0,147.5,295,0,91,0.0
1199678400.0,148.0,296,0,91,0.0
1199680200.0,148.5,297,0,91,0.0
1199682000.0,149.0,298,0,91,0.0
1199683800.0,149.5,299,0,91,0.0
1199685600.0,150.0,300,1,92,-25.415
1199687400.0,150.5,301,1,93,-26.57
1199689200.0,151.0,302,1,94,-27.44
1199691000.0,151.5,303,-1,93,53.685
1199692800.0,152.0,304,-1,92,53.685
1199694600.0,152.5,305,1,93,-28.475
1199696400.0,153.0,306,-1,92,43.695
1199698200.0,153.5,307,-1,91,43.695
1199700000.0,154.0,308,0,91,0.0
1199701800.0,154.5,309,0,91,0.0
1199703600.0,155.0,310,-1,90,53.685
1199705400.0,155.5,311,-1,89,43.695
1199707200.0,156.0,312,-1,88,45.035
1199709000.0,156.5,313,-1,87,42.36
1199710800.0,157.0,314,0,87,0.0
1199712600.0,157.5,315,0,87,0.0
1199714400.0,158.0,316,1,88,-28.475
1199716200.0,158.5,317,1,89,-28.475
1199718000.0,159.0,318,0,89,0.0
1199719800.0,159.5,319,0,89,0.0
1199721600.0,160.0,320,0,89,0.0
1199723400.0,160.5,321,-1,89,52.975
1199725200.0,161.0,322,-1,87,96.58
1199727000.0,161.5,323,-1,86,143.515
1199728800.0,162.0,324,-1,85,91.465
1199730600.0,162.5,325,-1,84,54.4
1199732400.0,163.0,326,-1,83,53.685
1199734200.0,163.5,327,-1,82,53.685
1199736000.0,164.0,328,-1,81,53.685
1199737800.0,164.5,329,-1,80,53.685
1199739600.0,165.0,330,-1,79,42.36
1199741400.0,165.5,331,0,79,0.0
1199743200.0,166.0,332,-1,78,42.36
1199745000.0,166.5,333,0,78,0.0
1199746800.0,167.0,334,0,78,0.0
1199748600.0,167.5,335,0,78,0.0
1199750400.0,168.0,336,1,79,-28.33
1199752200.0,168.5,337,1,80,-27.44
1199754000.0,169.0,338,1,81,-27.145
1199755800.0,169.5,339,1,82,-26.875
1199757600.0,170.0,340,1,83,-26.875
1199759400.0,170.5,341,1,84,-26.875
1199761200.0,171.0,342,1,85,-26.605
1199763000.0,171.5,343,1,86,-26.605
1199764800.0,172.0,344,1,87,-26.605
1199766600.0,172.5,345,1,88,-26.605
1199768400.0,173.0,346,1,89,-26.605
1199770200.0,173.5,347,1,90,-26.605
1199772000.0,174.0,348,1,91,-27.535
1199773800.0,174.5,349,1,92,-27.845
1199775600.0,175.0,350,1,93,-28.56
1199777400.0,175.5,351,-1,92,54.605
1199779200.0,176.0,352,-1,92,42.98
1199781000.0,176.5,353,-1,91,46.835
1199782800.0,177.0,354,-1,90,53.675
1199784600.0,177.5,355,-1,89,55.83
1199786400.0,178.0,356,-1,87,51.705
1199788200.0,178.5,357,-1,87,51.835
1199790000.0,179.0,358,-1,86,51.84
1199791800.0,179.5,359,-1,84,51.28
1199793600.0,180.0,360,-1,84,55.83
1199795400.0,180.5,361,-1,83,53.51
1199797200.0,181.0,362,-1,81,44.34
1199799000.0,181.5,363,0,81,0.0
1199800800.0,182.0,364,-1,80,40.175
1199802600.0,182.5,365,-1,79,47.845
1199804400.0,183.0,366,-1,78,47.73
1199806200.0,183.5,367,-1,78,52.545
1199808000.0,184.0,368,-1,77,55.83
1199809800.0,184.5,369,-1,75,61.87
1199811600.0,185.0,370,-1,74,86.655
1199813400.0,185.5,371,-1,73,85.685
1199815200.0,186.0,372,-1,72,70.185
1199817000.0,186.5,373,-1,71,55.83
1199818800.0,187.0,374,-1,70,55.83
1199820600.0,187.5,375,-1,69,55.83
1199822400.0,188.0,376,-1,68,55.83
1199824200.0,188.5,377,-1,67,54.515
1199826000.0,189.0,378,-1,66,48.735
1199827800.0,189.5,379,-1,65,48.92
1199829600.0,190.0,380,0,65,0.0
1199831400.0,190.5,381,0,65,0.0
1199833200.0,191.0,382,-1,64,48.425
1199835000.0,191.5,383,0,64,0.0
1199836800.0,192.0,384,0,64,0.0
1199838600.0,192.5,385,0,64,0.0
1199840400.0,193.0,386,1,65,-28.025
1199842200.0,193.5,387,1,66,-26.875
1199844000.0,194.0,388,1,67,-26.875
1199845800.0,194.5,389,1,68,-26.605
1199847600.0,195.0,390,1,69,-26.605
1199849400.0,195.5,391,1,70,-26.605
1199851200.0,196.0,392,1,71,-26.605
1199853000.0,196.5,393,1,72,-26.605
1199854800.0,197.0,394,1,73,-26.605
1199856600.0,197.5,395,1,74,-26.605
1199858400.0,198.0,396,1,75,-28.175
1199860200.0,198.5,397,1,75,-28.79
1199862000.0,199.0,398,0,76,0.0
1199863800.0,199.5,399,0,76,0.0
1199865600.0,200.0,400,-1,75,46.225
1199867400.0,200.5,401,0,75,0.0
1199869200.0,201.0,402,0,75,0.0
1199871000.0,201.5,403,-1,74,46.225
1199872800.0,202.0,404,-1,73,44.625
1199874600.0,202.5,405,-1,72,43.025
1199876400.0,203.0,406,-1,71,46.225
1199878200.0,203.5,407,-1,70,44.625
1199880000.0,204.0,408,-1,70,44.625
1199881800.0,204.5,409,-1,68,46.225
1199883600.0,205.0,410,-1,67,43.025
1199885400.0,205.5,411,0,67,0.0
1199887200.0,206.0,412,-1,66,46.225
1199889000.0,206.5,413,-1,65,46.225
1199890800.0,207.0,414,-1,64,46.225
1199892600.0,207.5,415,-1,64,46.23
1199894400.0,208.0,416,-1,62,51.605
1199896200.0,208.5,417,-1,62,63.32
1199898000.0,209.0,418,-1,60,147.01
1199899800.0,209.5,419,-1,60,92.21
1199901600.0,210.0,420,-1,58,56.59
1199903400.0,210.5,421,-1,57,46.23
1199905200.0,211.0,422,-1,56,46.23
1199907000.0,211.5,423,-1,56,46.23
1199908800.0,212.0,424,-1,54,46.23
1199910600.0,212.5,425,-1,53,46.23
1199912400.0,213.0,426,-1,52,46.225
1199914200.0,213.5,427,0,52,0.0
1199916000.0,214.0,428,0,52,0.0
1199917800.0,214.5,429,0,52,0.0
1199919600.0,215.0,430,0,52,0.0
1199921400.0,215.5,431,0,52,0.0
1199923200.0,216.0,432,0,52,0.0
1199925000.0,216.5,433,0,52,0.0
1199926800.0,217.0,434,1,53,-28.79
1199928600.0,217.5,435,1,54,-28.79
1199930400.0,218.0,436,1,54,-27.365
1199932200.0,218.5,437,1,55,-27.365
1199934000.0,219.0,438,1,56,-27.365
1199935800.0,219.5,439,1,57,-27.365
1199937600.0,220.0,440,1,58,-27.09
1199939400.0,220.5,441,1,59,-27.09
1199941200.0,221.0,442,1,61,-27.365
1199943000.0,221.5,443,1,62,-27.365
1199944800.0,222.0,444,1,63,-28.735
1199946600.0,222.5,445,0,63,0.0
1199948400.0,223.0,446,0,63,0.0
1199950200.0,223.5,447,-1,63,52.4
1199952000.0,224.0,448,-1,61,41.45
1199953800.0,224.5,449,0,61,0.0
1199955600.0,225.0,450,-1,60,40.57
1199957400.0,225.5,451,-1,59,40.975
1199959200.0,226.0,452,-1,58,40.975
1199961000.0,226.5,453,-1,57,40.975
1199962800.0,227.0,454,-1,57,40.975
1199964600.0,227.5,455,-1,55,40.975
1199966400.0,228.0,456,-1,54,40.975
1199968200.0,228.5,457,-1,53,40.975
1199970000.0,229.0,458,-1,52,40.57
1199971800.0,229.5,459,0,52,0.0
1199973600.0,230.0,460,0,52,0.0
1199975400.0,230.5,461,0,52,0.0
1199977200.0,231.0,462,0,52,0.0
1199979000.0,231.5,463,0,52,0.0
1199980800.0,232.0,464,0,52,0.0
1199982600.0,232.5,465,-1,52,44.775
1199984400.0,233.0,466,-1,50,84.715
1199986200.0,233.5,467,-1,49,216.26
1199988000.0,234.0,468,-1,48,55.235
1199989800.0,234.5,469,-1,47,47.55
1199991600.0,235.0,470,-1,46,55.23
1199993400.0,235.5,471,-1,46,52.4
1199995200.0,236.0,472,-1,45,52.4
1199997000.0,236.5,473,-1,43,41.45
1199998800.0,237.0,474,-1,43,41.45
1200000600.0,237.5,475,-1,41,41.45
1200002400.0,238.0,476,0,41,0.0
1200004200.0,238.5,477,0,41,0.0
1200006000.0,239.0,478,0,41,0.0
1200007800.0,239.5,479,0,41,0.0
1200009600.0,240.0,480,0,41,0.0
1200011400.0,240.5,481,0,41,0.0
1200013200.0,241.0,482,0,41,0.0
1200015000.0,241.5,483,1,42,-28.735
1200016800.0,242.0,484,1,42,-28.735
1200018600.0,242.5,485,1,44,-27.755
1200020400.0,243.0,486,1,45,-27.755
1200022200.0,243.5,487,1,46,-27.755
1200024000.0,244.0,488,1,47,-27.755
1200025800.0,244.5,489,1,48,-27.48
1200027600.0,245.0,490,1,48,-27.755
1200029400.0,245.5,491,1,49,-27.755
1200031200.0,246.0,492,0,50,0.0
1200033000.0,246.5,493,0,50,0.0
1200034800.0,247.0,494,0,50,0.0
1200036600.0,247.5,495,0,50,0.0
1200038400.0,248.0,496,-1,49,52.825
1200040200.0,248.5,497,-1,48,52.825
1200042000.0,249.0,498,-1,47,52.825
1200043800.0,249.5,499,-1,46,52.825
1200045600.0,250.0,500,-1,45,52.825
1200047400.0,250.5,501,-1,44,52.825
1200049200.0,251.0,502,-1,43,52.825
1200051000.0,251.5,503,-1,43,52.825
1200052800.0,252.0,504,-1,42,52.825
1200054600.0,252.5,505,-1,41,52.825
1200056400.0,253.0,506,-1,40,52.825
1200058200.0,253.5,507,-1,39,52.825
1200060000.0,254.0,508,-1,38,52.825
1200061800.0,254.5,509,-1,37,40.805
1200063600.0,255.0,510,-1,36,40.405
1200065400.0,255.5,511,0,35,0.0
1200067200.0,256.0,512,0,35,0.0
1200069000.0,256.5,513,-1,34,52.825
1200070800.0,257.0,514,-1,33,66.485
1200072600.0,257.5,515,-1,32,109.47
1200074400.0,258.0,516,-1,31,77.725
1200076200.0,258.5,517,-1,30,77.725
1200078000.0,259.0,518,-1,29,77.725
1200079800.0,259.5,519,-1,28,74.795
1200081600.0,260.0,520,-1,28,52.83
1200083400.0,260.5,521,-1,26,44.415
1200085200.0,261.0,522,0,26,0.0
1200087000.0,261.5,523,0,26,0.0
1200088800.0,262.0,524,-1,25,52.825
1200090600.0,262.5,525,0,25,0.0
1200092400.0,263.0,526,-1,25,44.745
1200094200.0,263.5,527,0,24,0.0
1200096000.0,264.0,528,0,24,0.0
1200097800.0,264.5,529,0,24,0.0
1200099600.0,265.0,530,1,25,-27.925
1200101400.0,265.5,531,1,25,-27.925
1200103200.0,266.0,532,1,27,-27.785
1200105000.0,266.5,533,1,27,-27.785
1200106800.0,267.0,534,1,29,-27.65
1200108600.0,267.5,535,1,30,-27.65
1200110400.0,268.0,536,1,31,-27.65
1200112200.0,268.5,537,1,32,-27.65
1200114000.0,269.0,538,1,33,-27.65
1200115800.0,269.5,539,1,34,-27.65
1200117600.0,270.0,540,1,35,-27.39
1200119400.0,270.5,541,1,35,-27.39
1200121200.0,271.0,542,1,36,-27.39
1200123000.0,271.5,543,1,37,-27.95
1200124800.0,272.0,544,0,38,0.0
1200126600.0,272.5,545,0,38,0.0
1200128400.0,273.0,546,0,38,0.0
1200130200.0,273.5,547,-1,38,40.04
1200132000.0,274.0,548,-1,37,40.04
1200133800.0,274.5,549,0,36,0.0
1200135600.0,275.0,550,0,36,0.0
1200137400.0,275.5,551,0,36,0.0
1200139200.0,276.0,552,0,36,0.0
1200141000.0,276.5,553,0,36,0.0
1200142800.0,277.0,554,0,36,0.0
1200144600.0,277.5,555,0,36,0.0
1200146400.0,278.0,556,0,36,0.0
1200148200.0,278.5,557,0,36,0.0
1200150000.0,279.0,558,0,36,0.0
1200151800.0,279.5,559,0,36,0.0
1200153600.0,280.0,560,-1,35,43.915
1200155400.0,280.5,561,-1,34,76.18
1200157200.0,281.0,562,-1,33,98.14
1200159000.0,281.5,563,-1,32,121.91
1200160800.0,282.0,564,-1,31,87.09
1200162600.0,282.5,565,-1,30,76.18
1200164400.0,283.0,566,-1,29,76.18
1200166200.0,283.5,567,-1,29,44.57
1200168000.0,284.0,568,0,28,0.0
1200169800.0,284.5,569,0,28,0.0
1200171600.0,285.0,570,0,28,0.0
1200173400.0,285.5,571,0,28,0.0
1200175200.0,286.0,572,0,28,0.0
1200177000.0,286.5,573,0,28,0.0
1200178800.0,287.0,574,0,28,0.0
1200180600.0,287.5,575,0,28,0.0
1200182400.0,288.0,576,0,28,0.0
1200184200.0,288.5,577,0,28,0.0
1200186000.0,289.0,578,1,29,-27.67
1200187800.0,289.5,579,1,30,-27.39
1200189600.0,290.0,580,1,31,-27.39
1200191400.0,290.5,581,1,31,-27.39
1200193200.0,291.0,582,1,32,-27.39
1200195000.0,291.5,583,1,33,-27.39
1200196800.0,292.0,584,1,34,-27.39
1200198600.0,292.5,585,1,35,-27.39
1200200400.0,293.0,586,1,36,-27.39
1200202200.0,293.5,587,1,37,-27.39
1200204000.0,294.0,588,1,39,-27.055
1200205800.0,294.5,589,1,40,-27.055
1200207600.0,295.0,590,1,41,-27.055
1200209400.0,295.5,591,1,42,-27.055
1200211200.0,296.0,592,1,43,-27.055
1200213000.0,296.5,593,1,44,-26.965
1200214800.0,297.0,594,0,44,0.0
1200216600.0,297.5,595,0,44,0.0
1200218400.0,298.0,596,0,44,0.0
1200220200.0,298.5,597,0,44,0.0
1200222000.0,299.0,598,0,44,0.0
1200223800.0,299.5,599,0,44,0.0
1200225600.0,300.0,600,-1,44,44.23
1200227400.0,300.5,601,0,43,0.0
1200229200.0,301.0,602,0,43,0.0
1200231000.0,301.5,603,0,43,0.0
1200232800.0,302.0,604,0,43,0.0
1200234600.0,302.5,605,0,43,0.0
1200236400.0,303.0,606,0,43,0.0
1200238200.0,303.5,607,0,43,0.0
1200240000.0,304.0,608,0,43,0.0
1200241800.0,304.5,609,0,43,0.0
1200243600.0,305.0,610,-1,42,50.485
1200245400.0,305.5,611,-1,42,52.635
1200247200.0,306.0,612,-1,40,50.485
1200249000.0,306.5,613,-1,39,50.485
1200250800.0,307.0,614,-1,38,50.485
1200252600.0,307.5,615,-1,37,41.86
1200254400.0,308.0,616,0,37,0.0
1200256200.0,308.5,617,-1,37,44.23
1200258000.0,309.0,618,0,36,0.0
1200259800.0,309.5,619,0,36,0.0
1200261600.0,310.0,620,0,36,0.0
1200263400.0,310.5,621,0,36,0.0
1200265200.0,311.0,622,0,36,0.0
1200267000.0,311.5,623,0,36,0.0
1200268800.0,312.0,624,0,36,0.0
1200270600.0,312.5,625,0,36,0.0
1200272400.0,313.0,626,0,36,0.0
1200274200.0,313.5,627,0,36,0.0
1200276000.0,314.0,628,0,36,0.0
1200277800.0,314.5,629,0,36,0.0
1200279600.0,315.0,630,0,36,0.0
1200281400.0,315.5,631,0,36,0.0
1200283200.0,316.0,632,0,36,0.0
1200285000.0,316.5,633,0,36,0.0
1200286800.0,317.0,634,0,36,0.0
1200288600.0,317.5,635,0,36,0.0
1200290400.0,318.0,636,1,37,-26.715
1200292200.0,318.5,637,1,37,-27.16
1200294000.0,319.0,638,0,38,0.0
1200295800.0,319.5,639,0,38,0.0
1200297600.0,320.0,640,0,38,0.0
1200299400.0,320.5,641,0,38,0.0
1200301200.0,321.0,642,-1,38,41.05
1200303000.0,321.5,643,-1,37,40.7
1200304800.0,322.0,644,-1,36,40.7
1200306600.0,322.5,645,-1,35,40.7
